input.Kundennummer,input.Name,input.Telefon,input.availability,input.call_intent,input.email,outputs.trajectory,execution_time,error,id,feedback.call_reason_identified,feedback.info_duplicate,feedback.techsupport_correctness,assistant_turns,total_turns,avg_turn_duration
KN1321,Gustav Voigt,015789643375,Dienstag von 14 Uhr bis 17 Uhr,Muss meine Kündigung per Post oder reicht eine E-Mail?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Muss meine Kündigung per Post oder reicht eine E-Mail? Können Sie mir da weiterhelfen?', 'id': '5b4f0dd6-29ad-43fb-8698-2d1424cb842e', 'role': 'user'}, {'content': 'Die Kündigung muss schriftlich erfolgen. Das heißt, entweder per Brief oder als eingescanntes, unterschriebenes Dokument per E-Mail. Eine einfache E-Mail ohne Unterschrift reicht leider nicht aus.\n\nHaben Sie noch weitere Fragen?', 'id': 'c0b42285-1d50-4bc5-9717-0127d4444480', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-64de-7563-83ba-6424aeec8a98-0', 'role': 'user'}, {'content': '', 'id': 'd8423c5e-ee15-4842-a075-70b90b6c5c7d', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-703c-74e0-8390-7ee2ce3b3423-0', 'role': 'user'}, {'content': '(Die Konversation wurde beendet.)', 'id': 'ed88d09b-db4c-4719-9b9b-61561a6297f3', 'role': 'assistant'}]",9.938708,,01a001d1-53e3-75b2-992b-e89c184afe7d,1.0,0.0,1.0,3,5,1.4198
KN4436,Dietmar Martin,015789643375,nur am späten Nachmittag,"Was zählt als Notfall, bei dem ich sofort anrufen sollte?",surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Was zählt als Notfall, bei dem ich sofort anrufen sollte? Können Sie mir da weiterhelfen?', 'id': '60157bbe-92ff-4014-a17a-3eddd69e213a', 'role': 'user'}, {'content': 'Als Notfälle zählen zum Beispiel ein Wasserrohrbruch, Gasgeruch oder ein kompletter Stromausfall im Gebäude. In solchen Fällen sollten Sie sofort die Notfallhotline kontaktieren.\n\nHaben Sie noch weitere Fragen?', 'id': '69ae3c09-390f-4527-9fb5-6d6309096000', 'role': 'assistant'}, {'content': 'Nein, danke. Das hat mir weitergeholfen. Auf Wiederhören.', 'id': 'lc_run--01a001d1-6ad0-7a80-81c4-dd6cb51aa795-0', 'role': 'user'}, {'content': 'Alles klar. Auf Wiederhören!', 'id': 'f3b85379-e3ba-4be4-894a-5606b24788d5', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-754c-7472-a6b3-afa8c9234fa4-0', 'role': 'user'}, {'content': '', 'id': '0eb50e55-ba6f-47fb-8f99-16511f1e2bd7', 'role': 'assistant'}]",10.24305,,01a001d1-5dbe-7ed0-b254-ef426baf1dca,1.0,0.0,1.0,3,5,1.4633
KN1584,Dieter Braun,015789643375,Donnerstag von 13 Uhr bis 15 Uhr,Wie kann ich Sperrmüll anmelden?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wie kann ich Sperrmüll anmelden? Können Sie mir da weiterhelfen?', 'id': 'e02f9d65-6738-400c-b741-b299a0a6216f', 'role': 'user'}, {'content': '}Alles klar. Sperrmüll können Sie direkt über das städtische Entsorgungsunternehmen anmelden. Bitte beachten Sie, dass dabei eventuell Kosten anfallen, die Sie selbst tragen müssen.\n\nHaben Sie noch weitere Fragen?', 'id': '5c6998f5-ea7a-4b83-9adb-86236c9dbb05', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-794b-71a1-862d-52d0c1e4694a-0', 'role': 'user'}, {'content': 'Gerne. Auf Wiederhören!', 'id': 'e65814bf-dfca-4493-94e0-0bbe9e80e8e4', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-840d-7452-98f0-b67a7c3611c9-0', 'role': 'user'}, {'content': '', 'id': '1fa9b104-39af-4cff-8154-fb3d504e5c9e', 'role': 'assistant'}]",8.077491,,01a001d1-6c73-7d13-8a1f-7dbdcf7581bd,1.0,0.0,1.0,3,5,1.1539
KN5557,Cornelia Vogel,015789643375,Mittwoch von 10 Uhr bis 13 Uhr,Wie melde ich meinen aktuellen Zählerstand?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wie melde ich meinen aktuellen Zählerstand? Können Sie mir da weiterhelfen?', 'id': '68ca9355-1c2c-4e07-9173-3ad6a2a938b0', 'role': 'user'}, {'content': 'Das können Sie ganz einfach über das Kundenportal erledigen. Loggen Sie sich dort mit Ihrer Kundennummer und Ihrem Passwort ein. Dort gibt es eine Funktion, um die Zählerstände für Wasser, Strom und Heizung zu melden.\n\nHaben Sie noch weitere Fragen?', 'id': '16c83d51-61da-45ba-9132-b3b139ef63d3', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-87eb-7c12-9633-6686aceb05ba-0', 'role': 'user'}, {'content': '', 'id': '20e3d035-d84a-4eec-9eed-5fdc5546d980', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-96f2-7552-921c-40e08c94a0f8-0', 'role': 'user'}, {'content': '(Die Konversation wurde beendet.)', 'id': 'dd2c36ba-7066-4c1f-9825-21131e98a20f', 'role': 'assistant'}]",10.113837,,01a001d1-7a2c-7c82-8842-5372a45da855,1.0,0.0,1.0,3,5,1.4448
KN4025,Thomas Schneider,015789643375,den ganzen Montag,Wann bekomme ich meine Kaution nach dem Auszug zurück?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wann bekomme ich meine Kaution nach dem Auszug zurück? Können Sie mir da weiterhelfen?', 'id': '187a0e71-eedf-4a16-a5ab-4d6ad6ee7b29', 'role': 'user'}, {'content': 'Alles klar. Nach dem Auszug und der Wohnungsübergabe wird die Kaution innerhalb von sechs Monaten zurücküberwiesen. Eventuelle Kosten für Instandsetzungen werden dabei abgezogen.\n\nHaben Sie noch weitere Fragen?', 'id': 'e503e7ae-ebee-429f-91d0-d887d5ebf766', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-8885-7852-80b0-4d1924f2fc94-0', 'role': 'user'}, {'content': '', 'id': '693b28c5-0ad9-4aec-a78f-42a9d6b48c10', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-9454-7f32-99c1-f9cdf6b47acd-0', 'role': 'user'}, {'content': 'Da Sie keine weitere Frage haben, verabschiede ich mich. Auf Wiederhören!', 'id': 'a4929daa-a9a6-48b2-9b9d-6c0f0724e694', 'role': 'assistant'}]",9.230553,,01a001d1-7ab7-7911-8dd2-d292cbdd1085,1.0,0.0,1.0,3,5,1.3187
KN4124,Anneliese Hahn,015789643375,den ganzen Dienstag,Wie hoch ist die Kaution genau in Monatsmieten?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wie hoch ist die Kaution genau in Monatsmieten? Können Sie mir da weiterhelfen?', 'id': '742fadca-9388-4b72-9794-981a02cafaf4', 'role': 'user'}, {'content': 'Die Kaution beträgt eine Monatsnutzungsgebühr. Haben Sie noch weitere Fragen?', 'id': 'dd9feb72-783c-4e22-a24d-b338ca065a52', 'role': 'assistant'}, {'content': 'Nein, vielen Dank. Auf Wiederhören.', 'id': 'lc_run--01a001d1-908a-7023-82df-aea74316c8c4-0', 'role': 'user'}, {'content': 'Gerne. Auf Wiederhören!', 'id': '61b9f44f-befc-4d6f-b5e9-f3ec07a3ab96', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-9818-70b1-aa37-26f9c7e2f0dd-0', 'role': 'user'}, {'content': '', 'id': '91d8bdfd-b20a-49c1-9e70-eae13dcdeede', 'role': 'assistant'}]",8.135988,,01a001d1-85c2-7a52-a2bd-1a616648ccaf,1.0,0.0,1.0,3,5,1.1623
KN1075,Bernd Maier,015789643375,den ganzen Montag,Bis wann muss ich meine Miete überweisen?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Bis wann muss ich meine Miete überweisen? Können Sie mir da weiterhelfen?', 'id': '0cf7818a-f0c7-4f04-8361-8645b5dada92', 'role': 'user'}, {'content': 'Alles klar. Die Miete muss spätestens am dritten Werktag jedes Monats auf dem Konto von Surfers Immobilien eingegangen sein. Haben Sie noch weitere Fragen?', 'id': '0612db05-f425-448c-b2fd-6152512d57ef', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-987a-7711-b59b-49071b2f19f0-0', 'role': 'user'}, {'content': 'Gerne. Auf Wiederhören!', 'id': 'ce76725f-0126-4c80-bac5-0d9075b5de27', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-a1c8-7ff2-9586-7b6ed7a224d7-0', 'role': 'user'}, {'content': '', 'id': '1af7b4d7-53cb-42da-84ae-cbd3c2a9ffbe', 'role': 'assistant'}]",9.124438,,01a001d1-8c01-70b2-b870-002ebc0c8553,1.0,0.0,1.0,3,5,1.3035
KN4252,Brigitte Sommer,015789643375,Dienstag von 14 Uhr bis 17 Uhr,An welchem Wochentag wird der Restmüll bei mir abgeholt?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: An welchem Wochentag wird der Restmüll bei mir abgeholt? Können Sie mir da weiterhelfen?', 'id': 'b7d753c0-b6d9-4ae5-9dcd-7cdc073af806', 'role': 'user'}, {'content': 'Alles klar. Der Restmüll wird jeden Montag geleert. Haben Sie noch weitere Fragen?', 'id': 'cc1310d3-2042-4744-8dde-62f8515a8f75', 'role': 'assistant'}, {'content': 'Nein, vielen Dank. Auf Wiederhören.', 'id': 'lc_run--01a001d1-ab59-7cf3-af4f-3b31892f5b95-0', 'role': 'user'}, {'content': 'Gerne. Auf Wiederhören!', 'id': '71d8349b-247f-486a-8a95-2814401658d2', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-b415-7272-9404-9f2eea8a689e-0', 'role': 'user'}, {'content': '', 'id': 'f5bb1e16-4eec-4ffb-a727-934e2a7af4f3', 'role': 'assistant'}]",8.94585,,01a001d1-9ec6-7551-bd2d-5118532c0b1e,1.0,0.0,1.0,3,5,1.278
KN8700,Horst Kramer,015789643375,Freitag den ganzen Tag,Wer prüft die Rauchmelder in meiner Wohnung?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wer prüft die Rauchmelder in meiner Wohnung? Können Sie mir da weiterhelfen?', 'id': 'd1fee045-b4ea-450e-80f5-e5d86d7b7047', 'role': 'user'}, {'content': 'Die Rauchmelder werden einmal jährlich im Herbst von einer beauftragten Fachfirma geprüft. Der Termin wird Ihnen mindestens zwei Wochen im Voraus schriftlich mitgeteilt. Haben Sie noch weitere Fragen?', 'id': '7fe742a1-4e5b-4b8a-9bab-9e81467749b5', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-afc8-7e81-9ad3-365eb9607317-0', 'role': 'user'}, {'content': 'Alles klar. Auf Wiederhören!', 'id': 'aff227de-354c-4c28-8c36-930d093d5562', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-bc0c-74b0-a9b1-c8af097a93dc-0', 'role': 'user'}, {'content': '', 'id': 'd9e14f5e-c20e-488f-bd7a-ee92b7db1e57', 'role': 'assistant'}]",10.024592,,01a001d1-a1ae-74f2-8cf7-08575f1c9f48,1.0,0.0,1.0,3,5,1.4321
KN5036,Edith Ziegler,015789643375,"am Wochenende, Samstag oder Sonntag",Wie sind die Öffnungszeiten der Zentrale an Freitagen?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wie sind die Öffnungszeiten der Zentrale an Freitagen? Können Sie mir da weiterhelfen?', 'id': '8d1eea18-4c45-4dcb-82fa-57948d5f5185', 'role': 'user'}, {'content': 'Alles klar. Am Freitag ist die Zentrale von vierzehn Uhr bis siebzehn Uhr geöffnet. Haben Sie noch weitere Fragen?', 'id': 'a7fac2ef-e320-48e2-a526-24a4c6b7147a', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-b412-7733-a764-956c9b330cb6-0', 'role': 'user'}, {'content': 'Gerne. Auf Wiederhören!', 'id': '003fbda5-792b-4b1c-a54a-4a16eb286373', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-c0d9-7610-a71d-2f2b52c15800-0', 'role': 'user'}, {'content': '', 'id': '363b22b9-9267-4e66-a112-a29234d82da8', 'role': 'assistant'}]",10.205099,,01a001d1-a58e-7ba3-b267-c4e28eda0fa7,1.0,0.0,1.0,3,5,1.4579
KN8794,Stefan Weber,015789643375,immer montags und mittwochs,"Verlängert sich mein Mietvertrag automatisch, wenn ich nicht kündige?",surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Verlängert sich mein Mietvertrag automatisch, wenn ich nicht kündige? Können Sie mir da weiterhelfen?', 'id': 'e592ad92-a079-4795-87ae-e803c83ec1d7', 'role': 'user'}, {'content': 'Ja, der Nutzungsvertrag ist unbefristet. Er bleibt also automatisch bestehen, bis er form- und fristgerecht gekündigt wird. Haben Sie noch weitere Fragen?', 'id': '10094f60-d19a-452e-b3b4-4a37f7dd8bb3', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-bf01-7f72-a417-56f4f4f9436e-0', 'role': 'user'}, {'content': '', 'id': 'f4d1cfd9-2594-4ecd-be86-2948ff9bc809', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-cada-7ad2-873a-589eb7b3aa33-0', 'role': 'user'}, {'content': '// Keine Eingabe vom Nutzer erhalten. Ich bleibe im Bereitschaftsmodus.', 'id': '15d9498f-cb02-49a9-8c6c-4b139a882c7f', 'role': 'assistant'}]",10.364116,,01a001d1-afa7-7482-a79e-3f7fdb3b9f75,1.0,0.0,1.0,3,5,1.4806
KN4068,Benno Sander,015789643375,den ganzen Freitag,Wie melde ich einen Schaden über die Hotline statt über das Portal?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wie melde ich einen Schaden über die Hotline statt über das Portal? Können Sie mir da weiterhelfen?', 'id': '4d4a347c-d6fc-4cbe-b441-ae050102e7ed', 'role': 'user'}, {'content': '}Alles klar. Wasserschäden können Sie während der Geschäftszeiten einfach über die Hotline melden. Bei akuten Notfällen, wie einem Wasserrohrbruch, rufen Sie bitte direkt die Notfallhotline an.\n\nHaben Sie noch weitere Fragen?', 'id': 'ac0a912b-a323-4a79-a60d-f5ed44c3f2f2', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-ce68-75a3-afe5-ece04181b7d1-0', 'role': 'user'}, {'content': '', 'id': '7fa7aff7-9840-438a-a76f-1cd4a5265180', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-dc0e-7682-8c23-40752d2d43e4-0', 'role': 'user'}, {'content': 'Da Sie keine weitere Frage haben, verabschiede ich mich. Auf Wiederhören!', 'id': '7d2f24de-50b7-4b72-9834-6f5643699410', 'role': 'assistant'}]",10.203528,,01a001d1-c1ba-7620-bba2-7fa5958fa308,1.0,0.0,0.0,3,5,1.4576
KN5735,Gerd Roth,015789643375,Montag und Mittwoch von 9 bis 12 Uhr,Wie läuft die Wohnungsübergabe beim Auszug ab?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wie läuft die Wohnungsübergabe beim Auszug ab? Können Sie mir da weiterhelfen?', 'id': '0ab95381-7399-43fc-9032-cd5c754195bd', 'role': 'user'}, {'content': 'Die vorliegenden Unterlagen enthalten leider keine detaillierten Informationen zum genauen Ablauf der Wohnungsübergabe beim Auszug. Ich kann Ihnen dazu aktuell keine Auskunft geben.\n\nHaben Sie noch weitere Fragen?', 'id': '3dfc0693-f7b9-4414-8dc9-a473bfea9410', 'role': 'assistant'}, {'content': 'Nein, danke. Auf Wiederhören.', 'id': 'lc_run--01a001d1-d7a6-7723-9421-af3c1ef26196-0', 'role': 'user'}, {'content': 'Auf Wiederhören! Einen schönen Tag noch.', 'id': '8c7efe97-df20-4077-9953-4382403e3b09', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-dfd7-7173-84a1-a4f4d4e1d041-0', 'role': 'user'}, {'content': '', 'id': '3ec085bb-be81-4e3f-b225-df47adadb6fc', 'role': 'assistant'}]",10.034557,,01a001d1-c8d8-7110-b0b6-2a36f8c4674c,1.0,0.0,0.0,3,5,1.4335
KN1857,Marion Schumacher,015789643375,Mittwoch von 8 Uhr bis 10 Uhr,Wie oft wird meine Wohnung auf Rauchmelder überprüft?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wie oft wird meine Wohnung auf Rauchmelder überprüft? Können Sie mir da weiterhelfen?', 'id': 'b60bb79f-cc33-41b0-b0d4-c1daf3c7f544', 'role': 'user'}, {'content': 'Die Rauchmelder werden einmal jährlich im Herbst von einer Fachfirma gewartet und geprüft. Haben Sie noch weitere Fragen?', 'id': '4fa5b975-5ecf-466f-9ad6-1c12689cd126', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-da78-7c60-8e5e-f85fc72bcf2a-0', 'role': 'user'}, {'content': 'Alles klar. Auf Wiederhören!', 'id': '6607a0cb-c191-49d0-992f-320866ca3aa6', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-e2b6-7f20-aafe-c2742f81f02b-0', 'role': 'user'}, {'content': '', 'id': 'f2cab5dc-cfb7-44bc-8bad-2046888f7b99', 'role': 'assistant'}]",9.171562,,01a001d1-cd6c-7203-88c2-ec6259429db9,1.0,0.0,1.0,3,5,1.3102
KN9403,Nicole Winkler,015789643375,"am Wochenende, Samstag oder Sonntag",Muss ich bei der Wohnungsübergabe persönlich anwesend sein?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Muss ich bei der Wohnungsübergabe persönlich anwesend sein? Können Sie mir da weiterhelfen?', 'id': '0b1ff58e-775d-4ed4-b7e4-d9d1c8a3fcd8', 'role': 'user'}, {'content': 'Dazu liegen mir leider keine Informationen vor. Haben Sie noch weitere Fragen?', 'id': '20f559d4-4fd3-49dc-8db6-92948d698867', 'role': 'assistant'}, {'content': 'Nein, danke. Auf Wiederhören.', 'id': 'lc_run--01a001d1-e45a-7e62-9493-9944507091c3-0', 'role': 'user'}, {'content': 'Auf Wiederhören! Einen schönen Tag noch.', 'id': '6cb104ef-883a-454a-ba42-1d92ece6b61a', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d1-ebdc-7e53-aebc-7dec6c8605df-0', 'role': 'user'}, {'content': '', 'id': 'b0902c7e-aeb8-4f12-b2d5-482567ed047f', 'role': 'assistant'}]",9.022462,,01a001d1-d824-70d3-ad12-463253c78bf1,1.0,0.0,0.0,3,5,1.2889
KN1248,Gisela Schreiber,015789643375,Freitag von 13 Uhr bis 16 Uhr,Wann ist der Hausmeister erreichbar?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wann ist der Hausmeister erreichbar? Können Sie mir da weiterhelfen?', 'id': '0593f194-db31-4234-8038-f1ccd6f0e42e', 'role': 'user'}, {'content': 'Um Ihnen die richtige Auskunft zu geben, müsste ich wissen, um welches Objekt oder welche Adresse es geht. Können Sie mir das bitte sagen?', 'id': '06ba7d6c-3255-4c62-841f-20fbc8a0318b', 'role': 'assistant'}, {'content': 'Eine Adresse habe ich gerade nicht zur Hand. Hilft Ihnen meine Kundennummer weiter?', 'id': 'lc_run--01a001d1-f428-7bd1-af49-837aac2ed84f-0', 'role': 'user'}, {'content': 'Ja, Ihre Kundennummer hilft mir weiter. Bitte nennen Sie mir diese.', 'id': 'd965dc5f-0b63-4de1-ba8e-658542fa2b9d', 'role': 'assistant'}, {'content': 'Meine Kundennummer ist KN1248.', 'id': 'lc_run--01a001d2-03a6-7623-8463-fadb1cedb968-0', 'role': 'user'}, {'content': 'Der Hausmeister ist von Montag bis Freitag zwischen acht Uhr und sechzehn Uhr vor Ort. Sie erreichen ihn über die zentrale Hotline.\n\nHaben Sie noch weitere Fragen?', 'id': '1dc44105-5e67-47b7-9adc-35537318599b', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d2-0f72-7640-92b6-bd43b8bd4f20-0', 'role': 'user'}, {'content': 'Alles klar. Auf Wiederhören!', 'id': 'f4bcb442-622e-44f7-aa0c-d0d14f30b5d0', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d2-1956-71a1-a669-c2cb58e66094-0', 'role': 'user'}, {'content': '', 'id': '68af6833-c17a-4662-8180-68da9af5c2ce', 'role': 'assistant'}]",15.197251,,01a001d1-e997-70a1-85ac-59a5b9372f22,1.0,0.0,1.0,5,9,1.3816
KN2766,Bettina Albrecht,015789643375,immer freitags,Kann ich meine Nebenkostenabrechnung auch schriftlich per Post erhalten?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Kann ich meine Nebenkostenabrechnung auch schriftlich per Post erhalten? Können Sie mir da weiterhelfen?', 'id': 'd5848d2b-1b35-461a-bb3a-70da699bcca3', 'role': 'user'}, {'content': 'Ja, das ist möglich. Die Abrechnung wird sowohl per Post verschickt als auch im Kundenportal bereitgestellt. Haben Sie noch weitere Fragen?', 'id': '580beb59-0ea2-4ef9-b354-41b7eb11f5d9', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-ff41-7fe3-b7e5-cc9363336b2c-0', 'role': 'user'}, {'content': 'Alles klar. Auf Wiederhören!', 'id': '125814aa-ad05-4a4c-b92e-402f41e522c4', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d2-079e-7330-857d-e624c0f9590d-0', 'role': 'user'}, {'content': '', 'id': '6e2ec963-718b-43ef-82ee-b8796dc1a3d9', 'role': 'assistant'}]",9.123388,,01a001d1-f00c-7d71-9a08-10a4fb85878a,1.0,0.0,1.0,3,5,1.3033
KN1487,Yvonne Beck,015789643375,jeden Tag außer donnerstags,Wer übernimmt die Gartenpflege in meiner Wohnanlage?,surfersimmobilien+predeploy@outlook.com,"[{'content': 'Hallo! Sie haben die digitale Anruf-Assistentin von Surfers Immobilien erreicht. Was kann ich für Sie tun?', 'role': 'assistant'}, {'content': 'Hallo, ich habe eine Frage: Wer übernimmt die Gartenpflege in meiner Wohnanlage? Können Sie mir da weiterhelfen?', 'id': 'e404f28f-1fff-4de8-833f-39ad3a443aa5', 'role': 'user'}, {'content': 'Die Gartenpflege ist in den Nebenkosten enthalten. Wer genau die Arbeiten ausführt, geht aus den Unterlagen leider nicht hervor. Haben Sie noch weitere Fragen?', 'id': 'ed6fbeaa-1a0d-40a0-ace9-a92ae38ad6ba', 'role': 'assistant'}, {'content': 'Nein, danke. Das war alles. Auf Wiederhören.', 'id': 'lc_run--01a001d1-ff5d-7ed2-8f19-f65617874c03-0', 'role': 'user'}, {'content': 'Alles klar. Auf Wiederhören!', 'id': '5e26ea45-0d41-4f3e-8bb7-023c64ba3e53', 'role': 'assistant'}, {'content': '', 'id': 'lc_run--01a001d2-0ed9-7e72-885d-494bd2124b43-0', 'role': 'user'}, {'content': '', 'id': 'f97ca0ef-a7f6-4d80-ac6c-f0d977c55376', 'role': 'assistant'}]",11.570705,,01a001d1-f140-78c2-ba8e-d2a3aca16a92,1.0,0.0,1.0,3,5,1.653
